trip_id,pickup_datetime,dropoff_datetime,pickup_zone,dropoff_zone,distance_km,fare_sgd,tip_sgd,payment_type,passengers
SG-TX-101014,2023-02-25 19:33:08,2023-02-25 19:48:21,Punggol,Punggol,20.59,12.58,,cash,1
SG-TX-101015,2027-12-28 13:20:00,2027-12-28 13:39:20,Bedok,Chinatown,13.03,8.95,1.88,Card,3
SG-TX-101016,2023-02-11 15:41:34,2023-02-11 16:04:20,Bishan,,12.13,7.69,,CASH,3
SG-TX-101017,2024-02-18 17:51:14,2024-02-18 18:02:52,Jurong East,Tiong Bahru,21.7,13.98,3.9,Mastercard,2
SG-TX-101018,2023-05-24 16:47:00,2023-05-24 17:24:19,Toa Payoh,Queenstown,9.97,8.69,,Cash,1
SG-TX-101019,2022-01-30 03:06:05,2022-01-30 03:29:25,Chinatown,Orchard,10.2,7.27,,Grab,1
SG-TX-101020,2023-08-05 10:42:28,2023-08-05 11:26:57,Orchard,Newton,7.97,7.22,,NETS,4
SG-TX-101021,2022-02-24 04:58:23,2022-02-24 05:30:23,Kallang,Paya Lebar,13.21,6.88,,cash,2
SG-TX-101022,2024-10-17 07:55:42,2024-10-17 08:25:02,Jurong East,Queenstown,13.85,11.52,,Card,1
SG-TX-101023,2023-10-22 07:23:36,2023-10-22 07:54:30,Chinatown,Little India,16.68,10.25,,CASH,3
SG-TX-101024,2023-02-12 17:56:12,2023-02-12 18:09:47,Bukit Timah,Jurong East,11.05,-5.92,,CASH,4
SG-TX-101025,2023-06-17 20:47:46,2023-06-17 21:31:58,Kallang,Queenstown,5.84,4.39,,Cash,1
SG-TX-101026,2023-11-10 14:54:20,2023-11-10 15:05:03,Buona Vista,Jurong East,21.74,-43.93,,Cash,4
SG-TX-101027,2022-10-13 03:53:49,2022-10-13 04:38:30,Buona Vista,,8.98,7.52,,NETS,3
SG-TX-101028,2022-11-13 01:54:42,2022-11-13 02:54:41,Serangoon,Pasir Ris,23.11,14.28,,Cash Payment,2
SG-TX-101029,2023-04-04 20:19:46,2023-04-04 21:06:47,,Sengkang,5.58,-2.0,,Grab,4
SG-TX-101030,2022-10-11 09:28:57,2022-10-11 09:58:59,Raffles Place,Sengkang,14.22,12.46,,Cash Payment,2
SG-TX-101031,2024-04-10 16:04:22,2024-04-10 16:26:39,Chinatown,Bukit Timah,13.65,11.14,,Credit Card,3
SG-TX-101032,2022-04-24 18:45:40,2022-04-24 19:38:39,Serangoon,Buona Vista,20.8,14.7,,Mastercard,1
SG-TX-101033,2024-06-24 23:11:18,2024-06-24 23:30:26,Bedok,Jurong East,3.9,7.82,,Nets,1
SG-TX-101034,2023-01-17 23:40:04,2023-01-18 00:11:35,Queenstown,Novena,22.79,15.01,,Cash Payment,4
SG-TX-101035,2023-09-08 02:24:41,2023-09-08 03:12:04,Pasir Ris,Raffles Place,13.52,9.93,,CASH,4
SG-TX-101036,2022-06-22 21:36:16,2022-06-22 22:31:59,Toa Payoh,Serangoon,14.86,12.1,,credit card,1
SG-TX-101037,2023-02-27 08:45:31,2023-02-27 09:41:10,Serangoon,Marina Bay,13.0,11.36,4.37,Mastercard,1
SG-TX-101038,2024-04-07 00:55:09,2024-04-07 01:04:58,Punggol,Bishan,1.38,5.5,,Card,3
SG-TX-101039,2022-10-24 16:24:27,2022-10-24 17:18:51,Jurong East,Novena,12.68,7.42,,Cash Payment,4
SG-TX-101040,2022-05-25 23:23:04,2022-05-25 23:34:20,Changi Airport,Holland Village,6.96,5.77,,cash,3
SG-TX-101041,2023-07-27 00:32:36,2023-07-27 01:09:44,Bukit Timah,Newton,8.9,7.49,,GrabPay,3
SG-TX-101042,2022-06-28 02:09:43,2022-06-28 03:05:50,,Novena,16.4,12.45,2.7,Mastercard,2
SG-TX-101043,2022-12-11 23:10:26,2022-12-11 23:51:26,,Tampines,12.69,9.58,0.89,Card,1
SG-TX-101044,2023-05-09 16:55:17,2023-05-09 17:52:23,Toa Payoh,Jurong West,2.78,6.86,,Cash,4
SG-TX-101045,2023-09-11 05:57:30,2023-09-11 06:21:26,Sengkang,Tiong Bahru,2.29,-34.04,,CASH,4
SG-TX-101046,2023-12-02 18:09:45,2023-12-02 18:32:03,Chinatown,Ang Mo Kio,5.05,7.97,,NETS,2
SG-TX-101047,2024-01-12 14:39:51,2024-01-12 15:02:47,Sengkang,Jurong West,5.18,8.04,,VISA,3
SG-TX-101048,2024-07-14 08:07:36,2024-07-14 08:32:08,Marina Bay,Changi Airport,15.4,9.28,,CASH,1
SG-TX-101049,2022-03-14 10:08:51,2022-03-14 10:51:24,Clementi,Serangoon,4.86,6.81,,NETS,2
SG-TX-101050,2023-02-02 02:33:47,2023-02-02 03:03:40,,Jurong West,22.1,12.93,3.79,Card,1
SG-TX-101051,2022-01-02 04:04:42,2022-01-02 04:50:15,Holland Village,Hougang,5.64,3.96,,CASH,2
SG-TX-101052,2022-01-11 08:22:48,2022-01-11 08:50:41,Bukit Timah,Changi Airport,2.73,4.7,,Credit Card,1
SG-TX-101053,2022-08-21 15:44:16,2022-08-21 16:06:11,Clementi,Clementi,21.96,15.77,2.17,Mastercard,3
SG-TX-101054,2023-10-18 13:33:31,2023-10-18 13:48:58,Raffles Place,Buona Vista,7.74,-49.95,,Credit Card,1
SG-TX-101055,2024-09-07 09:13:49,2024-09-07 09:49:07,Bugis,Ang Mo Kio,10.92,11.84,,Card,3
SG-TX-101056,2024-04-27 19:13:45,2024-04-27 20:08:09,Queenstown,Punggol,24.0,14.96,1.63,credit card,3
SG-TX-101057,2023-12-10 08:01:56,2023-12-10 08:54:10,Jurong West,Clementi,23.64,18.21,,Cash,4
SG-TX-101058,2024-05-02 20:49:16,2024-05-02 21:08:11,Orchard,Bugis,18.02,12.27,,Nets,1
SG-TX-101059,2022-07-08 11:14:42,2022-07-08 11:45:58,Changi Airport,Little India,2.19,4.92,,credit card,2
SG-TX-101060,2027-12-28 13:20:00,2027-12-28 14:03:47,Holland Village,Toa Payoh,15.04,8.75,,credit card,1
SG-TX-101061,2024-09-02 17:30:11,2024-09-02 18:08:51,,Jurong West,24.73,16.7,2.2,Mastercard,3
SG-TX-101062,2022-04-15 04:18:42,2022-04-15 04:27:23,Newton,Pasir Ris,23.7,13.81,,Card,1
SG-TX-101063,2023-05-31 01:43:15,2023-05-31 02:20:45,Toa Payoh,Novena,3.1,4.32,0.85,Mastercard,3
SG-TX-101064,2024-06-28 17:17:59,2024-06-28 17:25:06,Holland Village,Toa Payoh,10.2,10.41,,Credit Card,4
SG-TX-101065,2023-06-06 19:07:03,2023-06-06 19:18:27,Clementi,Woodlands,8.23,9.34,,GRAB,3
SG-TX-101066,2024-07-10 03:47:32,2024-07-10 04:28:29,Queenstown,Novena,3.68,7.25,,Grab,1
SG-TX-101067,2024-10-22 08:29:43,2024-10-22 08:40:21,Paya Lebar,Pasir Ris,17.52,11.24,,GrabPay,2
SG-TX-101068,2023-06-05 05:34:16,2023-06-05 05:57:54,Bedok,,7.21,7.07,,Cash,3
SG-TX-101069,2022-03-07 04:44:16,2022-03-07 05:21:37,,Toa Payoh,8.95,7.84,1.31,Card,2
SG-TX-101070,2023-01-08 16:44:42,2023-01-08 17:25:45,Serangoon,Marina Bay,2.71,6.29,,VISA,2
SG-TX-101071,2022-08-24 20:02:57,2022-08-24 20:32:27,Ang Mo Kio,,12.7,11.95,,cash,4
SG-TX-101072,2023-06-04 15:07:22,2023-06-04 15:17:32,Holland Village,Buona Vista,4.38,6.42,,GrabPay,4
SG-TX-101073,2023-10-05 00:07:44,2023-10-05 00:56:41,,,11.09,11.85,,Cash Payment,2
SG-TX-101074,2023-05-24 10:23:01,2023-05-24 11:20:15,Hougang,Tiong Bahru,4.01,7.05,,CASH,2
SG-TX-101075,2022-08-03 06:04:37,2022-08-03 06:58:29,Bugis,Holland Village,23.87,14.29,,CASH,1
SG-TX-101076,2027-12-28 13:20:00,2027-12-28 14:06:10,Queenstown,Pasir Ris,4.05,6.97,,CASH,2
SG-TX-101077,2024-01-15 18:16:42,2024-01-15 18:43:49,Woodlands,Changi Airport,13.29,12.44,,cash,3
SG-TX-101078,2022-01-30 13:45:45,2022-01-30 14:38:56,Tiong Bahru,Paya Lebar,5.33,9.29,,Card,3
SG-TX-101079,2022-08-23 15:29:00,2022-08-23 16:00:50,Sengkang,Bishan,2.37,6.75,2.23,Card,2
SG-TX-101080,2024-09-05 00:08:58,2024-09-05 00:21:28,Kallang,Bedok,5.46,6.39,,Cash Payment,1
SG-TX-101081,2022-04-19 16:13:29,2022-04-19 17:05:15,Little India,Jurong West,1.84,4.4,,Cash Payment,1
SG-TX-101082,2023-03-31 13:28:35,2023-03-31 13:51:11,Punggol,Kallang,3.92,6.53,,GrabPay,1
SG-TX-101083,2022-08-15 20:32:15,2022-08-15 21:28:52,Newton,Chinatown,12.59,12.08,,Cash,1
SG-TX-101084,2022-04-25 16:44:06,2022-04-25 17:09:21,Novena,Hougang,16.47,11.96,,VISA,1
SG-TX-101085,2023-04-09 07:35:45,2023-04-09 08:28:34,Holland Village,Jurong West,2.64,5.77,,Card,3
SG-TX-101086,2023-07-26 12:00:43,2023-07-26 12:35:15,Bedok,Tampines,11.3,9.06,,Mastercard,4
SG-TX-101087,2022-07-13 01:08:30,2022-07-13 01:39:12,Hougang,Punggol,14.74,10.04,,GrabPay,4
SG-TX-101088,2022-03-27 06:17:39,2022-03-27 06:38:58,Chinatown,Bishan,6.24,6.46,,VISA,3
SG-TX-101089,2022-05-28 14:56:20,2022-05-28 15:47:17,Woodlands,Newton,9.62,8.43,,nets,2
SG-TX-101090,2023-12-16 02:13:14,2023-12-16 02:21:34,Jurong West,Bugis,2.26,7.49,,GRAB,4
SG-TX-101091,2024-07-31 20:51:17,2024-07-31 21:22:04,Changi Airport,Novena,5.89,6.19,,Cash Payment,1
SG-TX-101092,2022-07-17 14:22:40,2022-07-17 14:47:57,Pasir Ris,Newton,11.94,9.35,,cash,3
SG-TX-101093,2022-12-18 03:43:40,2022-12-18 04:18:33,Bedok,Paya Lebar,24.77,13.75,,Cash,4
SG-TX-101094,2023-01-12 19:43:23,2023-01-12 20:02:23,Kallang,Jurong East,24.91,16.18,,Card,3
SG-TX-101095,2023-01-31 09:23:47,2023-01-31 10:05:20,Raffles Place,Newton,24.5,16.98,,Credit Card,2
SG-TX-101096,2022-09-25 18:04:46,2022-09-25 18:30:59,Woodlands,Orchard,10.87,11.23,,cash,3
SG-TX-101097,2022-03-02 13:49:58,2022-03-02 14:05:18,Paya Lebar,Raffles Place,2.48,5.32,,CASH,4
SG-TX-101098,2023-07-30 13:41:45,2023-07-30 13:57:34,Novena,Buona Vista,8.43,8.55,,Card,1
SG-TX-101099,2023-01-27 16:15:02,2023-01-27 16:58:20,Pasir Ris,Bugis,6.32,6.52,4.81,Mastercard,3
SG-TX-101100,2023-01-11 02:44:56,2023-01-11 03:04:20,Punggol,Novena,0.85,5.07,,Card,1
SG-TX-101101,2022-10-18 05:29:16,2022-10-18 05:51:09,Novena,Pasir Ris,2.83,5.65,,Nets,1
SG-TX-101102,2024-10-15 13:20:50,2024-10-15 14:00:18,Chinatown,Tampines,11.6,9.21,,Cash Payment,4
SG-TX-101103,2023-11-01 02:11:57,2023-11-01 02:35:05,Tiong Bahru,Chinatown,8.82,8.08,0.59,Mastercard,2
SG-TX-101104,2023-04-04 21:16:10,2023-04-04 21:42:30,Bukit Timah,Clementi,4.92,6.79,,Nets,1
SG-TX-101105,2022-08-14 02:35:10,2022-08-14 02:53:36,Buona Vista,Marina Bay,18.04,11.58,,VISA,2
SG-TX-101106,2024-05-28 00:45:18,2024-05-28 01:09:17,Jurong West,Marina Bay,9.25,7.7,3.87,Card,1
SG-TX-101107,2024-08-31 15:33:53,2024-08-31 16:16:59,Orchard,Jurong East,21.37,16.08,0.84,credit card,4
SG-TX-101108,2022-02-05 10:06:49,2022-02-05 10:41:10,Newton,Newton,6.4,10.85,,Cash Payment,4
SG-TX-101109,2024-10-15 21:57:02,2024-10-15 22:56:53,Changi Airport,Tiong Bahru,13.69,8.25,,GrabPay,1
SG-TX-101110,2024-02-06 13:32:46,2024-02-06 14:20:13,Jurong West,Paya Lebar,5.01,4.27,4.47,VISA,1
SG-TX-101111,2022-04-20 09:57:22,2022-04-20 10:03:17,Bishan,Bedok,12.63,8.15,3.82,Mastercard,4
SG-TX-101112,2024-04-05 11:02:06,2024-04-05 11:27:56,Newton,Queenstown,4.24,5.65,2.54,VISA,4
SG-TX-101113,2022-04-28 17:07:38,2022-04-28 17:28:34,Tampines,Bukit Timah,4.46,7.25,1.63,Credit Card,4
SG-TX-101114,2022-02-25 17:52:09,2022-02-25 18:29:27,Clementi,Newton,15.5,11.76,,Cash Payment,3
SG-TX-101115,2022-05-07 09:32:47,2022-05-07 09:52:23,Sengkang,Jurong East,6.96,7.29,,GrabPay,4
SG-TX-101116,2027-12-28 13:20:00,2027-12-28 14:18:08,Woodlands,Little India,4.72,6.82,,VISA,2
SG-TX-101117,2023-11-11 01:08:58,2023-11-11 01:30:25,Jurong West,Orchard,23.28,13.34,,Cash Payment,4
SG-TX-101118,2023-03-23 10:16:24,2023-03-23 10:50:06,Woodlands,Changi Airport,1.55,4.23,,Mastercard,4
SG-TX-101119,2022-05-14 16:16:17,2022-05-14 16:28:02,Paya Lebar,Toa Payoh,14.35,10.33,,Grab,1
SG-TX-101120,2022-08-07 06:55:39,2022-08-07 07:50:41,,Holland Village,13.93,7.79,2.18,Credit Card,1
SG-TX-101121,2024-07-23 05:03:52,2024-07-23 05:59:01,,Ang Mo Kio,6.64,-35.71,,VISA,3
SG-TX-101122,2024-11-21 00:51:22,2024-11-21 01:40:01,Paya Lebar,Paya Lebar,11.59,7.43,,credit card,4
SG-TX-101123,2024-04-06 16:21:28,2024-04-06 16:45:48,Woodlands,Woodlands,2.65,6.24,,GrabPay,4
SG-TX-101124,2022-04-24 08:11:54,2022-04-24 08:20:07,Little India,Hougang,18.17,12.45,4.0,Credit Card,1
SG-TX-101125,2024-06-17 12:15:07,2024-06-17 12:59:13,Orchard,Clementi,5.93,7.49,,GRAB,2
SG-TX-101126,2024-01-29 10:04:30,2024-01-29 10:33:06,,Punggol,5.24,3.9,,Cash,4
SG-TX-101127,2023-07-31 13:29:45,2023-07-31 14:29:13,Tampines,Buona Vista,8.21,5.37,,GrabPay,1
SG-TX-101128,2022-06-06 23:44:48,2022-06-07 00:28:12,Raffles Place,Clementi,22.61,15.07,,GRAB,3
SG-TX-101129,2024-12-28 08:35:50,2024-12-28 09:10:27,Pasir Ris,Marina Bay,20.01,8.74,1.03,VISA,2
SG-TX-101130,2023-05-01 02:19:11,2023-05-01 03:18:27,Hougang,Buona Vista,23.7,16.4,,credit card,1
SG-TX-101131,2022-02-18 09:58:54,2022-02-18 10:47:55,Holland Village,Marina Bay,16.47,8.58,,Cash Payment,1
SG-TX-101132,2022-08-19 03:00:41,2022-08-19 03:30:53,Newton,Chinatown,16.74,12.7,,credit card,3
SG-TX-101133,2023-03-16 18:52:25,2023-03-16 18:58:27,Little India,Little India,12.26,8.08,,cash,4
SG-TX-101134,2022-03-10 07:26:39,2022-03-10 07:36:45,Punggol,Tampines,22.68,15.68,,Cash,0
SG-TX-101135,2022-12-22 00:49:48,2022-12-22 01:19:12,Pasir Ris,Clementi,13.02,14.57,,Nets,2
SG-TX-101136,2023-05-29 08:53:22,2023-05-29 09:29:16,Serangoon,Little India,9.2,4.63,,Cash Payment,1
SG-TX-101137,2024-11-05 17:10:16,2024-11-05 17:16:55,Newton,Jurong East,16.19,12.23,,credit card,3
SG-TX-101138,2022-04-05 16:00:29,2022-04-05 16:12:26,Queenstown,Raffles Place,13.88,7.43,,Cash Payment,4
SG-TX-101139,2023-09-25 05:45:02,2023-09-25 06:28:46,Serangoon,Buona Vista,3.54,6.13,2.83,credit card,4
SG-TX-101140,2024-09-30 16:10:51,2024-09-30 16:57:11,Newton,Bugis,10.12,8.14,,Credit Card,2
SG-TX-101141,2024-06-02 14:02:49,2024-06-02 14:09:27,Novena,Novena,8.18,7.77,,Cash Payment,2
SG-TX-101142,2024-10-10 17:39:41,2024-10-10 18:12:36,Sengkang,Punggol,21.25,12.09,2.83,VISA,2
SG-TX-101143,2022-07-06 16:39:17,2022-07-06 16:48:44,Orchard,Little India,9.78,9.47,,NETS,4
SG-TX-101144,2024-05-28 06:31:50,2024-05-28 07:16:37,Raffles Place,Woodlands,20.63,11.01,,Mastercard,2
SG-TX-101145,2024-12-08 13:59:33,2024-12-08 14:50:25,Jurong East,Bedok,11.34,10.86,,nets,1
SG-TX-101146,2022-12-24 07:57:52,2022-12-24 08:50:40,Pasir Ris,Tiong Bahru,18.96,11.82,2.19,Card,4
SG-TX-101147,2023-07-01 12:12:52,2023-07-01 12:50:45,Buona Vista,Bukit Timah,3.81,3.9,4.56,credit card,1
SG-TX-101148,2023-08-05 19:15:03,2023-08-05 19:54:38,Serangoon,,23.15,16.71,,cash,4
SG-TX-101149,2023-06-26 01:33:01,2023-06-26 02:28:58,Pasir Ris,Toa Payoh,12.27,9.32,,Cash,1
SG-TX-101150,2022-11-14 14:25:14,2022-11-14 15:03:55,,Ang Mo Kio,6.87,9.85,,Grab,3
SG-TX-101151,2024-11-30 02:09:06,2024-11-30 02:38:38,Bukit Timah,Toa Payoh,6.42,8.62,1.04,Credit Card,2
SG-TX-101152,2024-11-14 07:41:26,2024-11-14 08:27:56,Chinatown,Buona Vista,6.99,5.85,0.7,Credit Card,3
SG-TX-101153,2023-02-22 06:47:02,2023-02-22 07:24:31,Clementi,Clementi,9.48,8.04,,GrabPay,2
SG-TX-101154,2024-06-01 14:24:07,2024-06-01 15:15:27,Newton,Sengkang,18.08,12.22,,cash,2
SG-TX-101155,2023-03-12 16:29:53,2023-03-12 17:03:44,Little India,Jurong West,23.77,16.88,,GrabPay,2
SG-TX-101156,2024-05-21 02:41:53,2024-05-21 03:34:40,Bugis,Little India,16.89,12.16,,Cash,4
SG-TX-101157,2023-10-03 21:20:06,2023-10-03 21:27:34,Clementi,Clementi,13.91,10.42,,Grab,1
SG-TX-101158,2023-05-31 07:20:35,2023-05-31 07:27:35,Holland Village,Punggol,11.49,8.77,,Cash,1
SG-TX-101159,2022-05-21 08:17:45,2022-05-21 08:28:11,Hougang,Ang Mo Kio,20.79,13.18,,Cash Payment,1
SG-TX-101160,2023-12-19 10:21:28,2023-12-19 10:57:03,Little India,Tampines,21.32,15.45,3.24,Credit Card,3
SG-TX-101161,2022-12-18 21:50:10,2022-12-18 22:34:09,Jurong West,Tiong Bahru,7.68,7.36,,cash,3
SG-TX-101162,2022-08-26 16:14:58,2022-08-26 16:31:51,Clementi,Bugis,23.86,14.04,,nets,3
SG-TX-101163,2022-07-31 18:09:06,2022-07-31 18:22:39,Serangoon,Buona Vista,10.18,7.63,1.79,VISA,1
SG-TX-101164,2024-12-12 03:18:30,2024-12-12 04:10:49,Novena,,20.1,12.12,,CASH,4
SG-TX-101165,2022-04-24 04:46:07,2022-04-24 05:32:23,Woodlands,,24.19,12.68,,Cash,4
SG-TX-101166,2024-05-25 04:25:24,2024-05-25 05:06:03,Jurong East,Marina Bay,17.74,10.76,,GrabPay,4
SG-TX-101167,2024-08-07 07:04:03,2024-08-07 07:35:54,Woodlands,Marina Bay,4.46,8.15,2.32,Mastercard,4
SG-TX-101168,2022-02-04 00:48:56,2022-02-04 01:17:02,Pasir Ris,Ang Mo Kio,14.86,10.28,,GRAB,2
SG-TX-101169,2023-10-08 21:46:01,2023-10-08 21:52:08,Toa Payoh,Serangoon,3.41,6.49,,Cash Payment,3
SG-TX-101170,2023-09-25 20:03:19,2023-09-25 20:18:39,Hougang,Jurong West,19.83,9.11,,GRAB,2
SG-TX-101171,2023-01-29 02:31:44,2023-01-29 03:26:04,Tampines,Sengkang,7.39,8.08,3.23,VISA,3
SG-TX-101172,2024-01-01 17:15:10,2024-01-01 17:38:48,,Newton,17.53,11.55,,VISA,2
SG-TX-101173,2023-03-24 21:38:21,2023-03-24 22:22:05,Toa Payoh,Bugis,22.8,13.44,,credit card,3
SG-TX-101174,2023-04-27 21:38:51,2023-04-27 22:22:33,Hougang,Novena,4.93,6.39,,Cash Payment,4
SG-TX-101175,2023-04-18 22:40:33,2023-04-18 23:02:34,Little India,Ang Mo Kio,10.13,7.71,,NETS,3
SG-TX-101176,2024-05-27 12:56:15,2024-05-27 13:12:29,Punggol,Tiong Bahru,16.35,8.07,,nets,4
SG-TX-101177,2023-11-25 22:21:21,2023-11-25 23:04:23,Serangoon,Paya Lebar,10.78,10.14,4.41,credit card,4
SG-TX-101178,2023-02-20 10:27:07,2023-02-20 10:37:15,Bishan,Bugis,4.78,6.42,,nets,1
SG-TX-101179,2024-10-12 17:44:31,2024-10-12 18:16:43,Tampines,,1.21,3.97,,Cash Payment,4
SG-TX-101180,2024-05-29 01:21:23,2024-05-29 02:15:13,Tampines,Jurong West,10.46,7.16,,Cash,4
SG-TX-101181,2024-10-19 07:50:06,2024-10-19 08:34:13,Hougang,Kallang,16.41,9.08,,Cash Payment,2
SG-TX-101182,2024-03-11 15:05:44,2024-03-11 15:52:45,,Tiong Bahru,14.56,10.79,,Credit Card,3
SG-TX-101183,2023-03-06 01:48:18,2023-03-06 01:57:52,Woodlands,Jurong West,4.33,8.27,,cash,3
SG-TX-101184,2024-04-27 03:27:30,2024-04-27 03:43:29,Hougang,Bishan,11.54,9.4,2.48,credit card,4
SG-TX-101185,2022-12-27 20:55:11,2022-12-27 21:15:18,Chinatown,Buona Vista,9.55,6.12,,Cash,4
SG-TX-101186,2022-10-24 22:30:37,2022-10-24 22:51:41,Punggol,Tiong Bahru,7.22,7.49,,Card,1
SG-TX-101187,2023-05-10 08:19:37,2023-05-10 08:35:17,Bugis,Hougang,18.37,12.09,,GRAB,1
SG-TX-101188,2024-11-28 08:34:00,2024-11-28 09:32:27,Tiong Bahru,Bedok,8.09,8.83,2.22,Card,1
SG-TX-101189,2023-09-15 10:56:31,2023-09-15 11:10:35,Jurong East,Jurong East,13.73,10.99,,CASH,3
SG-TX-101190,2023-02-25 12:39:43,2023-02-25 13:23:40,Toa Payoh,Chinatown,23.12,9.82,,GRAB,4
SG-TX-101191,2023-05-22 03:39:30,2023-05-22 04:16:46,Bedok,Jurong West,13.71,10.89,,CASH,3
SG-TX-101192,2022-11-16 04:09:09,2022-11-16 04:47:43,Tampines,Bugis,15.62,9.42,,Grab,1
SG-TX-101193,2023-12-23 23:50:58,2023-12-24 00:07:46,Jurong East,Bedok,2.29,-10.3,,VISA,3
SG-TX-101194,2023-01-20 01:34:20,2023-01-20 01:56:15,Pasir Ris,Bugis,4.86,5.81,4.85,Mastercard,2
SG-TX-101195,2023-08-31 14:54:42,2023-08-31 15:33:03,Clementi,Little India,2.97,5.85,,Cash Payment,2
SG-TX-101196,2023-02-10 07:41:49,2023-02-10 08:03:16,Bishan,Newton,19.24,10.1,,GRAB,4
SG-TX-101197,2022-12-18 12:06:06,2022-12-18 12:49:16,Jurong East,Serangoon,20.98,14.4,,nets,2
SG-TX-101198,2024-11-29 09:04:49,2024-11-29 09:11:59,Orchard,Chinatown,5.07,7.33,0.62,Mastercard,3
SG-TX-101199,2023-01-14 22:06:11,2023-01-14 22:15:11,Serangoon,Jurong East,5.87,6.61,,NETS,1
SG-TX-101200,2022-03-19 06:58:03,2022-03-19 07:43:06,Little India,Newton,8.42,6.39,,NETS,2
SG-TX-101201,2023-02-19 22:30:16,2023-02-19 23:09:11,Ang Mo Kio,Bedok,14.98,9.17,,CASH,3
SG-TX-101202,2023-08-07 05:30:56,2023-08-07 05:38:18,Woodlands,,15.73,12.52,2.3,Mastercard,3
SG-TX-101203,2022-04-14 17:24:16,2022-04-14 18:18:42,Marina Bay,Clementi,17.33,9.43,,cash,4
SG-TX-101204,2022-12-02 00:43:22,2022-12-02 00:48:38,Marina Bay,Jurong West,22.68,15.7,,credit card,2
SG-TX-101205,2022-07-02 00:06:41,2022-07-02 01:04:14,Little India,Bukit Timah,7.73,7.13,,Cash Payment,4
SG-TX-101206,2023-07-03 17:03:08,2023-07-03 17:48:15,Jurong East,Toa Payoh,16.64,11.24,,NETS,4
SG-TX-101207,2024-03-03 12:47:07,2024-03-03 13:46:27,Serangoon,Holland Village,14.21,7.73,,Mastercard,2
SG-TX-101208,2024-11-27 10:54:15,2024-11-27 11:51:26,Ang Mo Kio,Chinatown,7.99,7.28,,CASH,1
SG-TX-101209,2023-03-03 10:47:59,2023-03-03 11:10:12,Queenstown,Jurong East,22.73,15.05,,Credit Card,-1
SG-TX-101210,2024-08-04 03:09:16,2024-08-04 03:55:52,Changi Airport,Sengkang,2.84,3.9,2.52,Card,3
SG-TX-101211,2022-08-24 03:13:59,2022-08-24 03:30:35,Punggol,Paya Lebar,17.94,12.72,0.71,Mastercard,4
SG-TX-101212,2024-05-05 10:11:37,2024-05-05 10:42:33,Newton,Hougang,18.33,12.28,,Grab,3
SG-TX-101213,2023-09-09 16:32:06,2023-09-09 16:50:18,Toa Payoh,Changi Airport,22.93,13.25,,CASH,3
SG-TX-101214,2024-04-10 22:59:25,2024-04-10 23:31:08,Changi Airport,Serangoon,13.21,11.12,,Card,1
SG-TX-101215,2024-04-08 01:42:43,2024-04-08 02:35:41,Orchard,Queenstown,8.38,4.37,2.55,VISA,3
SG-TX-101216,2023-08-07 13:05:57,2023-08-07 13:34:56,Chinatown,Orchard,20.78,13.77,4.07,VISA,4
SG-TX-101217,2022-10-10 03:14:16,2022-10-10 03:24:20,Jurong East,Tiong Bahru,19.38,15.05,3.69,VISA,2
SG-TX-101218,2023-07-31 16:44:53,2023-07-31 17:07:44,Newton,Newton,12.76,11.8,,CASH,4
SG-TX-101219,2024-06-25 03:52:51,2024-06-25 04:41:06,Newton,Woodlands,19.31,13.18,,Cash Payment,1
SG-TX-101220,2024-11-29 20:12:56,2024-11-29 20:46:37,Novena,Queenstown,7.06,6.63,,Card,4
SG-TX-101221,2024-10-13 13:05:16,2024-10-13 13:41:04,Jurong West,Sengkang,14.94,9.67,,GrabPay,4
SG-TX-101222,2022-07-18 21:18:34,2022-07-18 21:47:16,,Punggol,21.7,13.21,,cash,3
SG-TX-101223,2023-10-17 17:51:56,2023-10-17 18:13:02,Marina Bay,Chinatown,8.29,8.45,,CASH,3
SG-TX-101224,2022-04-25 15:15:58,2022-04-25 15:53:51,Woodlands,Chinatown,12.35,8.25,,Mastercard,4
SG-TX-101225,2024-01-04 03:59:57,2024-01-04 04:39:46,Changi Airport,Pasir Ris,23.8,15.75,,Nets,2
SG-TX-101226,2024-12-23 14:23:57,2024-12-23 15:18:20,Newton,Hougang,20.06,16.13,1.27,VISA,1
SG-TX-101227,2022-02-27 14:57:31,2022-02-27 15:36:29,Toa Payoh,Marina Bay,22.23,13.81,,Cash Payment,4
SG-TX-101228,2023-12-21 14:29:11,2023-12-21 15:28:54,Bedok,Chinatown,9.94,6.36,4.33,credit card,1
SG-TX-101229,2024-11-02 06:57:18,2024-11-02 07:47:45,Raffles Place,Newton,24.91,13.09,,Card,3
SG-TX-101230,2024-07-17 12:20:19,2024-07-17 12:29:38,Buona Vista,Bishan,4.24,6.97,,Credit Card,2
SG-TX-101231,2023-03-07 03:55:06,2023-03-07 04:21:40,Newton,Bugis,13.21,9.75,,Cash Payment,4
SG-TX-101232,2022-04-24 21:33:42,2022-04-24 21:59:51,Raffles Place,Queenstown,12.24,10.72,,cash,4
SG-TX-101233,2024-10-09 14:16:34,2024-10-09 14:21:43,Chinatown,Hougang,20.06,12.13,,Cash Payment,2
SG-TX-101234,2024-10-06 18:28:04,2024-10-06 18:43:00,Queenstown,Tiong Bahru,22.76,15.39,1.33,Mastercard,3
